csa_name_mod2_x,company_id,company_name_x,shift_lead_time_fs,head_count_requested_fs,head_count_worked_fs,fill_rate_fs,total_shifts_f30d,total_head_count_minus_fs,total_head_count_minus_f30d,year_quarter_comp_start_x,head_count_worked_f30d,head_count_requested_f30d,fill_rate_f30d,shifts_worked_f30d,avg_days_between_shifts_f30d,csa_name_mod2_y,company_name_y,shifts_worked,adjusted_head_count,fill_rate,industry_name,avg_head_count,avg_hourly_wage,avg_shift_lead,2023_rev,avg_days_between_shifts,total_head_count,year_quarter_comp_start_y
All Other Markets Combined,7461,Lazy Oaf Lounge,4,1,1,1.0,1,0,0,2023Q2,1,1,1.0,1,,All Other Markets Combined,Lazy Oaf Lounge,1.0,1.0,1.0,Food Services,1.0,17.0,4.0,48.5,,1.0,2023Q2
All Other Markets Combined,7469,Northern Stampings Inc,9,2,2,1.0,6,82,74,2023Q2,8,10,0.8,6,2.6,All Other Markets Combined,Northern Stampings Inc,59.0,61.0,0.9672,Manufacturing,1.0484,17.612903225806452,12.6667,2945.23,2.6429,65.0,2023Q2
All Other Markets Combined,7470,Auburn,3,6,6,1.0,19,223,-65,2023Q2,64,294,0.2177,19,1.6111,All Other Markets Combined,Auburn,163.0,228.0,0.7149,Warehouse,3.6349,14.158730158730158,5.5493,2971.97,1.4098,229.0,2023Q2
"Dallas-Fort Worth, TX-OK",7475,Tasty Paella,1,1,1,1.0,1,0,0,2023Q2,1,1,1.0,1,,"Dallas-Fort Worth, TX-OK",Tasty Paella,1.0,1.0,1.0,Food Services,1.0,16.0,1.0,25.92,,1.0,2023Q2
"Dallas-Fort Worth, TX-OK",7478,KHYI,7,8,12,1.5,3,11,-182,2023Q2,30,201,0.1493,3,0.5,"Dallas-Fort Worth, TX-OK",KHYI,30.0,30.0,1.0,Events,6.3333,15.0,5.6667,1220.3,0.5,19.0,2023Q2
"Las Vegas-Henderson, NV",7483,"Battle Born Burgers, LLC",19,2,3,1.5,11,70,13,2023Q2,24,59,0.4068,11,2.5,"Las Vegas-Henderson, NV","Battle Born Burgers, LLC",59.0,76.0,0.7763,Food Services,2.3226,13.758064516129032,6.025,1648.1,4.8621,72.0,2023Q2
"Dallas-Fort Worth, TX-OK",7499,Pampered Pooch Events,11,3,4,1.3333,1,1,-8,2023Q2,4,12,0.3333,1,,"Dallas-Fort Worth, TX-OK",Pampered Pooch Events,5.0,5.0,1.0,Events,2.0,15.0,10.5,114.03,47.0,4.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7510,Limitless Fulfillment,5,1,1,1.0,4,3,0,2023Q2,4,4,1.0,4,3.3333,"Salt Lake City-Provo-Orem, UT",Limitless Fulfillment,4.0,4.0,1.0,Warehouse,1.0,15.0,1.8,87.49,3.3333,4.0,2023Q2
"Dallas-Fort Worth, TX-OK",7511,Greedys Burgers LLC ,2,1,1,1.0,6,8,3,2023Q2,6,6,1.0,6,5.6,"Dallas-Fort Worth, TX-OK",Greedys Burgers LLC ,8.0,8.0,1.0,Food Services,1.0,13.0,1.9,122.93,15.4286,9.0,2023Q2
All Other Markets Combined,7515,Pet Supplies Plus Telfair Sugar Land,3,1,1,1.0,1,2,2,2023Q2,1,1,1.0,1,,All Other Markets Combined,Pet Supplies Plus Telfair Sugar Land,1.0,1.0,1.0,Retail,1.0,15.0,2.3333,19.6,,3.0,2023Q2
All Other Markets Combined,7516,Stay Golden,10,1,1,1.0,1,7,7,2023Q2,1,1,1.0,1,,All Other Markets Combined,Stay Golden,6.0,6.0,1.0,Food Services,1.0,16.0,2.25,145.95,8.2,8.0,2023Q2
All Other Markets Combined,7519,Millennial Eatz LLC.,2,2,2,1.0,1,4,2,2023Q2,2,4,0.5,1,,All Other Markets Combined,Millennial Eatz LLC.,7.0,7.0,1.0,Food Services,3.0,16.0,4.0,194.87,50.0,6.0,2023Q2
All Other Markets Combined,7531,Jamillahs Decor ,4,3,2,0.6667,1,0,-3,2023Q2,2,6,0.3333,1,,All Other Markets Combined,Jamillahs Decor ,2.0,3.0,0.6667,Events,3.0,15.0,4.0,44.0,,3.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7544,Egyptian Theatre,20,4,3,0.75,1,0,-8,2023Q2,3,12,0.25,1,,"Salt Lake City-Provo-Orem, UT",Egyptian Theatre,3.0,4.0,0.75,Performance Arts,4.0,17.0,20.0,58.44,,4.0,2023Q2
All Other Markets Combined,7553,Twin Lakes Golf Club,1,1,1,1.0,2,19,17,2023Q2,2,3,0.6667,2,0.0,All Other Markets Combined,Twin Lakes Golf Club,12.0,20.0,0.6,Food Services,1.6667,17.5,3.3636,537.72,12.4,20.0,2023Q2
"Las Vegas-Henderson, NV",7555,Gone Junkin vegas,6,4,4,1.0,1,3,-9,2023Q2,4,16,0.25,1,,"Las Vegas-Henderson, NV",Gone Junkin vegas,6.0,6.0,1.0,Construction,1.75,15.5,2.0,233.79,67.0,7.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7559,Anodizing & Metal Coatings,1,1,1,1.0,3,3,1,2023Q2,3,3,1.0,3,2.0,"Salt Lake City-Provo-Orem, UT",Anodizing & Metal Coatings,3.0,3.0,1.0,Manufacturing,1.0,15.0,3.5,125.25,2.0,4.0,2023Q2
All Other Markets Combined,7562,Thorne Electric,5,1,1,1.0,5,9,5,2023Q2,5,5,1.0,5,1.0,All Other Markets Combined,Thorne Electric,9.0,9.0,1.0,Warehouse,1.0,15.5,6.0,395.2,8.125,10.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7572,This Is The Place Heritage Park,6,1,1,1.0,2,1,0,2023Q2,2,2,1.0,2,0.0,"Salt Lake City-Provo-Orem, UT",This Is The Place Heritage Park,2.0,2.0,1.0,Events,1.0,15.0,6.0,74.56,0.0,2.0,2023Q2
All Other Markets Combined,7579,Hormann Innovative Door Systems,5,2,3,1.5,4,48,32,2023Q2,9,18,0.5,4,8.6667,All Other Markets Combined,Hormann Innovative Door Systems,44.0,52.0,0.8462,Warehouse,1.7241,16.862068965517242,5.2632,1828.61,2.2857,50.0,2023Q2
"Dallas-Fort Worth, TX-OK",7582,Cimarron Court,1,1,1,1.0,2,2,1,2023Q2,2,2,1.0,2,3.0,"Dallas-Fort Worth, TX-OK",Cimarron Court,2.0,2.0,1.0,Office Admin,1.0,15.0,3.3333,66.0,3.0,3.0,2023Q2
"Dallas-Fort Worth, TX-OK",7589,Tote Sytems International,19,4,4,1.0,3,8,-36,2023Q2,12,48,0.25,3,1.0,"Dallas-Fort Worth, TX-OK",Tote Sytems International,12.0,12.0,1.0,Manufacturing,4.0,15.0,19.5,506.46,1.0,12.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7596,Hulk Movers and Cleaning Services,1,1,1,1.0,2,2,1,2023Q2,2,2,1.0,2,0.0,"Salt Lake City-Provo-Orem, UT",Hulk Movers and Cleaning Services,2.0,2.0,1.0,Delivery,1.0,17.0,5.2,71.4,0.0,3.0,2023Q2
All Other Markets Combined,7619,Quantum Business & Entertainment Services,7,2,3,1.5,4,6,-12,2023Q2,10,20,0.5,4,2.3333,All Other Markets Combined,Quantum Business & Entertainment Services,10.0,11.0,0.9091,Janitorial,2.0,17.0,7.5,163.12,2.3333,8.0,2023Q2
All Other Markets Combined,7621,PrettyBarb Collection,1,1,1,1.0,1,0,0,2023Q2,1,1,1.0,1,,All Other Markets Combined,PrettyBarb Collection,1.0,1.0,1.0,Retail,1.0,17.0,1.0,0.0,,1.0,2023Q2
All Other Markets Combined,7629,The Dima Group electric Automation and design,8,2,2,1.0,1,0,-2,2023Q2,2,4,0.5,1,,All Other Markets Combined,The Dima Group electric Automation and design,2.0,2.0,1.0,Construction,2.0,18.0,4.0,0.0,,2.0,2023Q2
All Other Markets Combined,7630,CJI PIPING AND FABRICATION ,1,4,3,0.75,7,22,-52,2023Q2,20,78,0.2564,7,2.3333,All Other Markets Combined,CJI PIPING AND FABRICATION ,20.0,26.0,0.7692,Construction,3.7143,16.0,3.9167,1190.24,2.3333,26.0,2023Q2
All Other Markets Combined,7633,Grupo Eulen,6,3,1,0.3333,1,0,0,2023Q2,1,3,0.3333,1,,All Other Markets Combined,Grupo Eulen,1.0,3.0,0.3333,Janitorial,3.0,14.75,7.0,22.13,,3.0,2023Q2
"Dallas-Fort Worth, TX-OK",7644,AmericanMHH,1,1,1,1.0,2,1,0,2023Q2,2,2,1.0,2,3.0,"Dallas-Fort Worth, TX-OK",AmericanMHH,2.0,2.0,1.0,Construction,1.0,12.0,3.5,26.8,3.0,2.0,2023Q2
All Other Markets Combined,7647,"Pro Landscape Solutions, LLC",3,4,2,0.5,13,48,-40,2023Q2,23,92,0.25,13,1.5,All Other Markets Combined,"Pro Landscape Solutions, LLC",23.0,52.0,0.4423,Construction,4.0,12.307692307692308,4.0417,711.32,1.5,52.0,2023Q2
"Dallas-Fort Worth, TX-OK",7648,Dalworth Restoration,3,1,1,1.0,1,0,0,2023Q2,1,1,1.0,1,,"Dallas-Fort Worth, TX-OK",Dalworth Restoration,1.0,1.0,1.0,Construction,1.0,15.0,3.0,28.88,,1.0,2023Q2
All Other Markets Combined,7661,Clark Professional Cleaning,3,3,2,0.6667,4,16,3,2023Q2,7,16,0.4375,4,9.3333,All Other Markets Combined,Clark Professional Cleaning,15.0,17.0,0.8824,Janitorial,2.1111,16.22222222222222,3.8125,541.96,4.5714,19.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7676,Fantastic Face Painting,5,1,1,1.0,1,0,0,2023Q2,1,1,1.0,1,,"Salt Lake City-Provo-Orem, UT",Fantastic Face Painting,1.0,1.0,1.0,Events,1.0,20.0,5.0,56.56,,1.0,2023Q2
"Salt Lake City-Provo-Orem, UT",7682,Omni Logistics Salt Lake,7,1,1,1.0,7,10,-2,2023Q2,9,13,0.6923,7,2.0,"Salt Lake City-Provo-Orem, UT",Omni Logistics Salt Lake,9.0,9.0,1.0,Warehouse,1.2222,17.0,3.8235,412.51,2.0,11.0,2023Q2
"Dallas-Fort Worth, TX-OK",7686,Navetta Design,1,2,3,1.5,1,0,-4,2023Q2,3,6,0.5,1,,"Dallas-Fort Worth, TX-OK",Navetta Design,3.0,3.0,1.0,Construction,2.0,20.0,1.0,91.14,,2.0,2023Q2
All Other Markets Combined,7688,Patio Plus,1,3,2,0.6667,6,13,-29,2023Q2,15,45,0.3333,6,2.0,All Other Markets Combined,Patio Plus,15.0,16.0,0.9375,Retail,2.6667,20.0,1.0,590.91,2.0,16.0,2023Q2
All Other Markets Combined,7694,Breakthru Beverage,5,5,3,0.6,15,82,-58,2023Q2,43,145,0.2966,15,2.0714,All Other Markets Combined,Breakthru Beverage,79.0,89.0,0.8876,Delivery,2.9,19.5,6.625,6253.07,2.1071,87.0,2023Q2
All Other Markets Combined,7698,OXFORD CLEANERS,1,5,3,0.6,2,14,-8,2023Q2,6,27,0.2222,2,4.0,All Other Markets Combined,OXFORD CLEANERS,16.0,20.0,0.8,Janitorial,1.7273,14.0,3.4545,377.81,11.0,19.0,2023Q2
All Other Markets Combined,7700,MLL Schoenherr Inc,4,2,3,1.5,25,60,-43,2023Q2,44,105,0.419,25,1.2083,All Other Markets Combined,MLL Schoenherr Inc,52.0,63.0,0.8254,Warehouse,1.8788,17.09090909090909,13.386,2133.98,1.2188,62.0,2023Q2
All Other Markets Combined,7704,Team Packaging Company,2,2,2,1.0,2,2,-2,2023Q2,3,6,0.5,2,1.0,All Other Markets Combined,Team Packaging Company,3.0,4.0,0.75,Manufacturing,2.0,17.0,16.5,163.2,1.0,4.0,2023Q2
All Other Markets Combined,7723,Maven Engineering Corporation,4,3,4,1.3333,2,2,-13,2023Q2,7,18,0.3889,2,1.0,All Other Markets Combined,Maven Engineering Corporation,7.0,7.0,1.0,Warehouse,2.5,17.0,5.6667,353.74,1.0,5.0,2023Q2
"Dallas-Fort Worth, TX-OK",7727,Restoration 1 ,1,3,3,1.0,16,104,-72,2023Q2,52,179,0.2905,16,1.7333,"Dallas-Fort Worth, TX-OK",Restoration 1 ,109.0,114.0,0.9561,Construction,3.5667,16.666666666666668,2.7222,3928.05,4.1071,107.0,2023Q2
"Dallas-Fort Worth, TX-OK",7729,Evergreen Paper Recycling,1,2,2,1.0,3,5,-8,2023Q2,6,15,0.4,3,1.0,"Dallas-Fort Worth, TX-OK",Evergreen Paper Recycling,6.0,7.0,0.8571,Manufacturing,2.3333,17.0,5.8182,218.42,1.0,7.0,2023Q2
"Las Vegas-Henderson, NV",7739,You've Got Maids Henderson,2,1,1,1.0,1,0,0,2023Q2,1,1,1.0,1,,"Las Vegas-Henderson, NV",You've Got Maids Henderson,1.0,1.0,1.0,Janitorial,1.0,15.0,2.0,0.0,,1.0,2023Q2
